order_id,order_date,day_of_week,product_category,occasion_tag,quantity_sold,revenue,order_channel,delivery_flag
ORD-04637,2024-08-02,Friday,gardenias,hospital,6,110.8,in-store,False
ORD-04638,2024-08-02,Friday,hydrangeas,graduation,5,127.23,online,True
ORD-04639,2024-08-02,Friday,tulips,walk-in,3,45.33,in-store,False
ORD-04640,2024-08-02,Friday,ferns,walk-in,3,44.68,in-store,False
ORD-04641,2024-08-02,Friday,peonies,wedding,15,302.76,online,True
ORD-04642,2024-08-02,Friday,roses,walk-in,4,48.8,in-store,True
ORD-04643,2024-08-02,Friday,ferns,hospital,1,13.2,in-store,False
ORD-04644,2024-08-02,Friday,roses,wedding,5,60.35,in-store,False
ORD-04645,2024-08-03,Saturday,peonies,hospital,1,25.9,online,True
ORD-04646,2024-08-03,Saturday,lilies,Mother's Day,18,390.24,in-store,False
ORD-04647,2024-08-03,Saturday,roses,walk-in,2,20.97,in-store,False
ORD-04648,2024-08-03,Saturday,roses,wedding,10,138.79,online,True
ORD-04649,2024-08-03,Saturday,roses,corporate,8,77.5,online,True
ORD-04650,2024-08-04,Sunday,ferns,corporate,10,142.14,online,True
ORD-04651,2024-08-04,Sunday,roses,hospital,2,21.92,in-store,True
ORD-04652,2024-08-04,Sunday,roses,birthday,4,62.08,in-store,False
ORD-04653,2024-08-04,Sunday,roses,hospital,2,20.05,online,True
ORD-04654,2024-08-04,Sunday,hydrangeas,corporate,12,314.08,online,False
ORD-04655,2024-08-04,Sunday,hydrangeas,sympathy,1,24.32,online,True
ORD-04656,2024-08-04,Sunday,peonies,wedding,10,229.27,online,True
ORD-04657,2024-08-04,Sunday,lilies,birthday,2,41.04,in-store,False
ORD-04658,2024-08-04,Sunday,lilies,walk-in,5,84.51,online,True
ORD-04659,2024-08-04,Sunday,roses,birthday,5,54.26,in-store,False
ORD-04660,2024-08-04,Sunday,ferns,anniversary,2,29.25,online,False
ORD-04661,2024-08-05,Monday,ferns,birthday,3,43.29,online,True
ORD-04662,2024-08-05,Monday,gardenias,sympathy,6,138.5,in-store,False
ORD-04663,2024-08-05,Monday,peonies,corporate,5,116.58,online,True
ORD-04664,2024-08-05,Monday,roses,Valentine's Day,6,72.12,online,True
ORD-04665,2024-08-05,Monday,peonies,wedding,8,139.58,online,False
ORD-04666,2024-08-06,Tuesday,sunflowers,walk-in,3,42.24,in-store,False
ORD-04667,2024-08-06,Tuesday,gardenias,Valentine's Day,12,167.42,in-store,False
ORD-04668,2024-08-06,Tuesday,roses,sympathy,1,12.91,in-store,False
ORD-04669,2024-08-06,Tuesday,lilies,Valentine's Day,24,373.92,online,True
ORD-04670,2024-08-06,Tuesday,hydrangeas,graduation,6,154.36,online,True
ORD-04671,2024-08-06,Tuesday,tulips,walk-in,5,98.47,in-store,False
ORD-04672,2024-08-06,Tuesday,sunflowers,walk-in,3,39.72,in-store,True
ORD-04673,2024-08-06,Tuesday,orchids,walk-in,2,88.85,in-store,False
ORD-04674,2024-08-07,Wednesday,roses,hospital,5,82.32,in-store,False
ORD-04675,2024-08-07,Wednesday,ferns,walk-in,1,13.65,in-store,False
ORD-04676,2024-08-07,Wednesday,tulips,anniversary,4,51.16,in-store,False
ORD-04677,2024-08-07,Wednesday,ferns,walk-in,4,60.14,in-store,False
ORD-04678,2024-08-07,Wednesday,peonies,walk-in,1,18.44,online,True
ORD-04679,2024-08-07,Wednesday,hydrangeas,walk-in,5,101.53,in-store,False
ORD-04680,2024-08-07,Wednesday,orchids,hospital,6,274.57,in-store,False
ORD-04681,2024-08-08,Thursday,lilies,corporate,12,228.77,in-store,False
ORD-04682,2024-08-08,Thursday,ferns,anniversary,5,68.69,online,True
ORD-04683,2024-08-08,Thursday,tulips,walk-in,3,43.92,in-store,False
ORD-04684,2024-08-08,Thursday,roses,birthday,2,28.07,online,True
ORD-04685,2024-08-08,Thursday,lilies,hospital,3,49.09,in-store,False
ORD-04686,2024-08-09,Friday,roses,walk-in,2,24.29,in-store,False
ORD-04687,2024-08-09,Friday,ferns,anniversary,2,21.61,in-store,False
ORD-04688,2024-08-09,Friday,ferns,walk-in,4,33.61,online,True
ORD-04689,2024-08-09,Friday,tulips,hospital,6,86.96,online,True
ORD-04690,2024-08-09,Friday,peonies,hospital,4,84.08,in-store,False
ORD-04691,2024-08-09,Friday,roses,walk-in,1,14.78,in-store,False
ORD-04692,2024-08-09,Friday,sunflowers,birthday,4,54.0,online,False
ORD-04693,2024-08-09,Friday,roses,corporate,15,189.11,online,True
ORD-04694,2024-08-10,Saturday,orchids,sympathy,3,130.67,in-store,False
ORD-04695,2024-08-10,Saturday,roses,wedding,8,96.15,online,True
ORD-04696,2024-08-10,Saturday,hydrangeas,sympathy,6,153.65,in-store,True
ORD-04697,2024-08-10,Saturday,orchids,birthday,4,172.39,online,True
ORD-04698,2024-08-10,Saturday,gardenias,sympathy,2,38.5,in-store,True
ORD-04699,2024-08-11,Sunday,roses,hospital,3,44.46,in-store,True
ORD-04700,2024-08-11,Sunday,hydrangeas,anniversary,1,23.79,online,False
ORD-04701,2024-08-11,Sunday,gardenias,walk-in,5,68.58,online,True
ORD-04702,2024-08-11,Sunday,tulips,walk-in,3,42.01,in-store,True
ORD-04703,2024-08-11,Sunday,roses,walk-in,3,34.56,in-store,False
ORD-04704,2024-08-11,Sunday,peonies,walk-in,6,110.35,in-store,False
ORD-04705,2024-08-11,Sunday,orchids,sympathy,3,150.09,in-store,False
ORD-04706,2024-08-11,Sunday,orchids,graduation,3,147.1,in-store,False
ORD-04707,2024-08-12,Monday,hydrangeas,corporate,12,348.97,online,True
ORD-04708,2024-08-12,Monday,lilies,sympathy,6,104.19,in-store,False
ORD-04709,2024-08-13,Tuesday,lilies,sympathy,5,101.28,online,False
ORD-04710,2024-08-13,Tuesday,peonies,walk-in,4,73.93,in-store,False
ORD-04711,2024-08-13,Tuesday,lilies,sympathy,3,52.36,online,True
ORD-04712,2024-08-14,Wednesday,lilies,birthday,5,105.03,online,True
ORD-04713,2024-08-14,Wednesday,sunflowers,corporate,12,182.37,online,True
ORD-04714,2024-08-14,Wednesday,gardenias,corporate,12,267.82,online,False
ORD-04715,2024-08-14,Wednesday,roses,birthday,2,31.09,online,True
ORD-04716,2024-08-14,Wednesday,gardenias,corporate,12,218.08,in-store,False
ORD-04717,2024-08-14,Wednesday,roses,birthday,1,12.15,in-store,False
ORD-04718,2024-08-14,Wednesday,ferns,sympathy,3,33.47,online,True
ORD-04719,2024-08-14,Wednesday,orchids,walk-in,1,33.65,in-store,False
ORD-04720,2024-08-14,Wednesday,hydrangeas,wedding,10,256.97,in-store,True
ORD-04721,2024-08-15,Thursday,peonies,anniversary,2,50.01,in-store,True
ORD-04722,2024-08-15,Thursday,hydrangeas,graduation,4,91.7,in-store,False
ORD-04723,2024-08-15,Thursday,hydrangeas,wedding,12,254.34,online,False
ORD-04724,2024-08-15,Thursday,roses,walk-in,4,47.1,in-store,False
ORD-04725,2024-08-15,Thursday,orchids,walk-in,6,209.94,in-store,False
ORD-04726,2024-08-15,Thursday,tulips,birthday,2,28.42,in-store,False
ORD-04727,2024-08-15,Thursday,tulips,walk-in,4,50.24,in-store,False
ORD-04728,2024-08-16,Friday,roses,birthday,5,54.15,online,True
ORD-04729,2024-08-16,Friday,hydrangeas,walk-in,3,62.65,in-store,True
ORD-04730,2024-08-16,Friday,orchids,corporate,6,290.2,online,True
ORD-04731,2024-08-16,Friday,gardenias,birthday,3,61.07,in-store,False
ORD-04732,2024-08-16,Friday,peonies,anniversary,2,54.4,online,True
ORD-04733,2024-08-16,Friday,lilies,sympathy,3,51.72,in-store,False
ORD-04734,2024-08-17,Saturday,hydrangeas,sympathy,5,129.97,in-store,False
ORD-04735,2024-08-17,Saturday,sunflowers,walk-in,1,14.66,in-store,False
ORD-04736,2024-08-17,Saturday,gardenias,corporate,12,182.82,online,True
ORD-04737,2024-08-17,Saturday,tulips,walk-in,5,68.74,in-store,True
ORD-04738,2024-08-17,Saturday,gardenias,hospital,3,41.1,online,False
ORD-04739,2024-08-17,Saturday,lilies,corporate,8,149.15,in-store,False
ORD-04740,2024-08-17,Saturday,roses,sympathy,3,31.62,online,False
ORD-04741,2024-08-17,Saturday,peonies,wedding,8,160.83,online,True
ORD-04742,2024-08-17,Saturday,roses,walk-in,4,63.64,in-store,False
ORD-04743,2024-08-18,Sunday,sunflowers,birthday,3,51.3,online,True
ORD-04744,2024-08-18,Sunday,tulips,birthday,3,44.2,in-store,True
ORD-04745,2024-08-18,Sunday,gardenias,walk-in,4,65.71,in-store,False
ORD-04746,2024-08-18,Sunday,sunflowers,hospital,3,43.58,online,True
ORD-04747,2024-08-18,Sunday,tulips,walk-in,2,24.51,in-store,False
ORD-04748,2024-08-18,Sunday,gardenias,hospital,3,46.65,online,True
ORD-04749,2024-08-18,Sunday,roses,corporate,12,148.37,online,True
ORD-04750,2024-08-18,Sunday,ferns,walk-in,6,81.88,in-store,False
ORD-04751,2024-08-18,Sunday,lilies,walk-in,3,51.88,in-store,True
ORD-04752,2024-08-18,Sunday,ferns,walk-in,2,16.49,in-store,False
ORD-04753,2024-08-18,Sunday,ferns,corporate,6,70.89,online,True
ORD-04754,2024-08-19,Monday,roses,walk-in,3,31.71,in-store,True
ORD-04755,2024-08-19,Monday,sunflowers,walk-in,2,25.15,in-store,False
ORD-04756,2024-08-19,Monday,sunflowers,birthday,3,44.66,in-store,False
ORD-04757,2024-08-19,Monday,roses,birthday,6,91.31,online,False
ORD-04758,2024-08-19,Monday,lilies,sympathy,5,110.64,online,True
ORD-04759,2024-08-19,Monday,lilies,walk-in,3,58.4,in-store,False
ORD-04760,2024-08-19,Monday,lilies,birthday,1,23.85,in-store,False
ORD-04761,2024-08-19,Monday,roses,Valentine's Day,12,158.24,online,True
ORD-04762,2024-08-19,Monday,hydrangeas,graduation,2,48.6,online,True
ORD-04763,2024-08-20,Tuesday,peonies,hospital,3,62.84,in-store,False
ORD-04764,2024-08-20,Tuesday,tulips,hospital,4,64.44,online,True
ORD-04765,2024-08-20,Tuesday,gardenias,birthday,3,54.94,online,True
ORD-04766,2024-08-20,Tuesday,orchids,sympathy,4,143.82,online,True
ORD-04767,2024-08-20,Tuesday,orchids,walk-in,2,91.94,online,True
ORD-04768,2024-08-20,Tuesday,tulips,walk-in,6,86.53,in-store,False
ORD-04769,2024-08-20,Tuesday,lilies,Valentine's Day,12,242.59,online,True
ORD-04770,2024-08-21,Wednesday,peonies,corporate,15,338.44,in-store,False
ORD-04771,2024-08-21,Wednesday,lilies,Valentine's Day,18,408.79,online,False
ORD-04772,2024-08-21,Wednesday,peonies,birthday,3,73.96,in-store,False
ORD-04773,2024-08-21,Wednesday,gardenias,walk-in,6,97.88,online,True
ORD-04774,2024-08-21,Wednesday,lilies,sympathy,4,69.64,online,False
ORD-04775,2024-08-21,Wednesday,ferns,corporate,6,90.37,in-store,False
ORD-04776,2024-08-21,Wednesday,gardenias,sympathy,1,18.06,online,True
ORD-04777,2024-08-21,Wednesday,roses,birthday,5,49.93,in-store,False
ORD-04778,2024-08-22,Thursday,hydrangeas,birthday,6,156.07,online,True
ORD-04779,2024-08-22,Thursday,roses,corporate,3,36.6,online,True
ORD-04780,2024-08-22,Thursday,lilies,walk-in,3,56.0,in-store,False
ORD-04781,2024-08-22,Thursday,gardenias,walk-in,2,38.26,in-store,False
ORD-04782,2024-08-22,Thursday,orchids,sympathy,1,27.73,online,False
ORD-04783,2024-08-22,Thursday,ferns,hospital,3,34.07,in-store,False
ORD-04784,2024-08-22,Thursday,orchids,wedding,10,331.63,in-store,False
ORD-04785,2024-08-22,Thursday,tulips,birthday,1,13.69,in-store,True
ORD-04786,2024-08-22,Thursday,lilies,birthday,5,106.57,in-store,True
ORD-04787,2024-08-23,Friday,orchids,graduation,5,159.13,online,True
ORD-04788,2024-08-23,Friday,peonies,sympathy,3,72.52,online,True
ORD-04789,2024-08-23,Friday,hydrangeas,walk-in,2,51.73,in-store,False
ORD-04790,2024-08-23,Friday,orchids,corporate,10,379.73,in-store,False
ORD-04791,2024-08-23,Friday,roses,corporate,8,101.25,online,True
ORD-04792,2024-08-23,Friday,peonies,walk-in,3,63.07,online,True
ORD-04793,2024-08-24,Saturday,hydrangeas,wedding,3,81.1,online,True
ORD-04794,2024-08-24,Saturday,ferns,hospital,3,41.74,online,False
ORD-04795,2024-08-24,Saturday,hydrangeas,walk-in,3,87.3,in-store,False
ORD-04796,2024-08-24,Saturday,roses,walk-in,2,26.28,in-store,False
ORD-04797,2024-08-24,Saturday,peonies,wedding,15,323.31,online,True
ORD-04798,2024-08-24,Saturday,lilies,sympathy,1,19.31,in-store,False
ORD-04799,2024-08-24,Saturday,hydrangeas,sympathy,2,54.1,in-store,False
ORD-04800,2024-08-24,Saturday,hydrangeas,birthday,3,84.54,online,True
ORD-04801,2024-08-25,Sunday,lilies,Mother's Day,12,272.25,in-store,False
ORD-04802,2024-08-25,Sunday,orchids,walk-in,1,37.26,in-store,False
ORD-04803,2024-08-25,Sunday,roses,Valentine's Day,18,242.32,in-store,False
ORD-04804,2024-08-25,Sunday,roses,wedding,8,78.55,in-store,False
ORD-04805,2024-08-25,Sunday,roses,birthday,3,32.93,online,True
ORD-04806,2024-08-25,Sunday,roses,walk-in,3,31.01,in-store,False
ORD-04807,2024-08-25,Sunday,peonies,graduation,4,93.48,in-store,False
ORD-04808,2024-08-25,Sunday,tulips,anniversary,3,44.33,in-store,False
ORD-04809,2024-08-25,Sunday,ferns,walk-in,5,68.33,in-store,True
ORD-04810,2024-08-25,Sunday,hydrangeas,corporate,5,134.11,online,True
ORD-04811,2024-08-25,Sunday,roses,wedding,12,192.45,online,True
ORD-04812,2024-08-26,Monday,tulips,hospital,3,53.11,in-store,False
ORD-04813,2024-08-26,Monday,roses,birthday,3,42.56,in-store,False
ORD-04814,2024-08-26,Monday,ferns,walk-in,5,59.71,in-store,True
ORD-04815,2024-08-26,Monday,roses,walk-in,4,45.79,in-store,False
ORD-04816,2024-08-26,Monday,orchids,birthday,3,94.25,online,True
ORD-04817,2024-08-26,Monday,orchids,sympathy,3,122.79,online,True
ORD-04818,2024-08-27,Tuesday,lilies,sympathy,3,53.23,online,True
ORD-04819,2024-08-27,Tuesday,orchids,hospital,5,198.38,online,True
ORD-04820,2024-08-27,Tuesday,hydrangeas,anniversary,3,80.74,online,True
ORD-04821,2024-08-27,Tuesday,hydrangeas,hospital,2,46.28,online,True
ORD-04822,2024-08-27,Tuesday,tulips,hospital,4,48.5,in-store,False
ORD-04823,2024-08-27,Tuesday,peonies,birthday,2,55.12,in-store,False
ORD-04824,2024-08-28,Wednesday,hydrangeas,walk-in,3,64.64,in-store,False
ORD-04825,2024-08-28,Wednesday,roses,birthday,2,19.71,online,True
ORD-04826,2024-08-28,Wednesday,roses,birthday,5,74.41,online,True
ORD-04827,2024-08-28,Wednesday,gardenias,walk-in,4,58.34,in-store,True
ORD-04828,2024-08-28,Wednesday,tulips,walk-in,5,68.68,in-store,False
ORD-04829,2024-08-28,Wednesday,hydrangeas,walk-in,2,45.24,in-store,False
ORD-04830,2024-08-29,Thursday,lilies,walk-in,3,57.84,in-store,False
ORD-04831,2024-08-29,Thursday,orchids,corporate,10,341.2,online,True
ORD-04832,2024-08-29,Thursday,roses,walk-in,6,78.47,in-store,True
ORD-04833,2024-08-29,Thursday,tulips,walk-in,2,31.17,in-store,False
ORD-04834,2024-08-29,Thursday,tulips,hospital,4,63.28,in-store,False
ORD-04835,2024-08-29,Thursday,lilies,sympathy,2,31.81,online,True
ORD-04836,2024-08-29,Thursday,hydrangeas,Valentine's Day,18,416.26,online,True
ORD-04837,2024-08-29,Thursday,orchids,corporate,8,338.92,online,True
ORD-04838,2024-08-29,Thursday,roses,walk-in,4,40.1,online,False
ORD-04839,2024-08-29,Thursday,peonies,walk-in,4,102.6,in-store,False
ORD-04840,2024-08-29,Thursday,gardenias,walk-in,1,15.88,in-store,False
ORD-04841,2024-08-30,Friday,lilies,sympathy,1,22.9,in-store,False
ORD-04842,2024-08-30,Friday,gardenias,wedding,15,244.02,online,False
ORD-04843,2024-08-30,Friday,orchids,sympathy,1,36.21,online,True
ORD-04844,2024-08-31,Saturday,lilies,walk-in,2,44.71,in-store,False
ORD-04845,2024-09-01,Sunday,roses,walk-in,6,81.95,online,True
ORD-04846,2024-09-01,Sunday,gardenias,wedding,8,188.33,in-store,False
ORD-04847,2024-09-01,Sunday,roses,walk-in,4,58.43,in-store,False
ORD-04848,2024-09-01,Sunday,roses,walk-in,3,36.22,in-store,False
ORD-04849,2024-09-01,Sunday,tulips,graduation,2,22.24,in-store,True
ORD-04850,2024-09-01,Sunday,roses,anniversary,3,39.25,in-store,False
ORD-04851,2024-09-01,Sunday,ferns,anniversary,1,15.09,in-store,False
ORD-04852,2024-09-02,Monday,sunflowers,anniversary,4,53.93,in-store,False
ORD-04853,2024-09-02,Monday,ferns,birthday,5,66.01,in-store,False
ORD-04854,2024-09-02,Monday,peonies,birthday,4,100.38,in-store,False
ORD-04855,2024-09-02,Monday,tulips,birthday,3,45.04,in-store,False
ORD-04856,2024-09-02,Monday,orchids,walk-in,2,57.54,in-store,False
ORD-04857,2024-09-02,Monday,roses,graduation,5,77.66,in-store,False
ORD-04858,2024-09-02,Monday,lilies,corporate,20,350.37,in-store,False
ORD-04859,2024-09-03,Tuesday,peonies,walk-in,6,108.72,in-store,False
ORD-04860,2024-09-03,Tuesday,roses,walk-in,2,25.49,in-store,False
ORD-04861,2024-09-03,Tuesday,roses,walk-in,1,15.75,in-store,False
ORD-04862,2024-09-03,Tuesday,ferns,sympathy,4,37.83,in-store,True
ORD-04863,2024-09-03,Tuesday,hydrangeas,walk-in,5,161.4,in-store,False
ORD-04864,2024-09-03,Tuesday,tulips,hospital,4,59.83,in-store,False
ORD-04865,2024-09-04,Wednesday,hydrangeas,anniversary,5,145.53,online,True
ORD-04866,2024-09-04,Wednesday,roses,walk-in,3,45.18,in-store,False
ORD-04867,2024-09-04,Wednesday,hydrangeas,sympathy,1,25.98,in-store,True
ORD-04868,2024-09-04,Wednesday,sunflowers,birthday,6,83.41,online,False
ORD-04869,2024-09-04,Wednesday,roses,walk-in,5,58.86,online,False
ORD-04870,2024-09-04,Wednesday,lilies,sympathy,1,17.85,in-store,False
ORD-04871,2024-09-04,Wednesday,hydrangeas,walk-in,1,25.39,in-store,True
ORD-04872,2024-09-04,Wednesday,roses,sympathy,5,58.86,in-store,False
ORD-04873,2024-09-04,Wednesday,ferns,walk-in,5,50.47,in-store,False
ORD-04874,2024-09-04,Wednesday,roses,walk-in,3,31.52,in-store,True
ORD-04875,2024-09-05,Thursday,hydrangeas,birthday,2,47.66,online,True
ORD-04876,2024-09-05,Thursday,roses,walk-in,2,23.84,in-store,False
ORD-04877,2024-09-05,Thursday,lilies,corporate,3,55.05,online,True
ORD-04878,2024-09-05,Thursday,tulips,anniversary,6,84.46,online,True
ORD-04879,2024-09-05,Thursday,roses,sympathy,2,25.29,in-store,False
ORD-04880,2024-09-05,Thursday,orchids,birthday,4,184.69,in-store,False
ORD-04881,2024-09-06,Friday,lilies,sympathy,2,42.18,in-store,False
ORD-04882,2024-09-06,Friday,sunflowers,hospital,3,49.58,in-store,False
ORD-04883,2024-09-06,Friday,ferns,birthday,3,30.23,online,True
ORD-04884,2024-09-06,Friday,ferns,walk-in,2,22.13,in-store,False
ORD-04885,2024-09-06,Friday,roses,hospital,6,66.66,online,True
ORD-04886,2024-09-06,Friday,roses,walk-in,4,54.47,in-store,False
ORD-04887,2024-09-07,Saturday,hydrangeas,anniversary,4,122.52,online,True
ORD-04888,2024-09-07,Saturday,roses,hospital,1,11.08,in-store,False
ORD-04889,2024-09-07,Saturday,peonies,walk-in,4,93.26,in-store,False
ORD-04890,2024-09-07,Saturday,peonies,anniversary,2,59.08,in-store,False
ORD-04891,2024-09-07,Saturday,hydrangeas,Valentine's Day,12,291.38,online,True
ORD-04892,2024-09-07,Saturday,roses,walk-in,2,24.37,in-store,True
ORD-04893,2024-09-07,Saturday,roses,walk-in,2,32.29,in-store,False
ORD-04894,2024-09-07,Saturday,roses,birthday,3,31.67,online,True
ORD-04895,2024-09-07,Saturday,hydrangeas,wedding,15,477.42,online,True
ORD-04896,2024-09-08,Sunday,roses,graduation,4,50.24,online,True
ORD-04897,2024-09-08,Sunday,gardenias,walk-in,4,62.76,in-store,False
ORD-04898,2024-09-08,Sunday,lilies,walk-in,1,16.15,in-store,True
ORD-04899,2024-09-08,Sunday,gardenias,anniversary,3,52.43,in-store,False
ORD-04900,2024-09-08,Sunday,peonies,hospital,3,71.21,online,True
ORD-04901,2024-09-09,Monday,roses,corporate,15,222.4,in-store,False
ORD-04902,2024-09-09,Monday,orchids,walk-in,3,85.78,in-store,True
ORD-04903,2024-09-09,Monday,hydrangeas,hospital,1,27.97,online,True
ORD-04904,2024-09-09,Monday,gardenias,walk-in,1,15.71,in-store,False
ORD-04905,2024-09-09,Monday,lilies,hospital,2,39.42,online,True
ORD-04906,2024-09-09,Monday,roses,walk-in,3,43.48,in-store,False
ORD-04907,2024-09-09,Monday,roses,walk-in,4,51.46,in-store,False
ORD-04908,2024-09-10,Tuesday,hydrangeas,graduation,3,92.94,in-store,False
ORD-04909,2024-09-10,Tuesday,roses,hospital,3,46.66,in-store,False
ORD-04910,2024-09-10,Tuesday,hydrangeas,sympathy,3,63.78,online,True
ORD-04911,2024-09-10,Tuesday,lilies,walk-in,3,66.6,in-store,True
ORD-04912,2024-09-10,Tuesday,peonies,wedding,10,207.67,online,False
ORD-04913,2024-09-10,Tuesday,hydrangeas,wedding,8,205.13,online,False
ORD-04914,2024-09-10,Tuesday,roses,corporate,10,162.51,online,True
ORD-04915,2024-09-10,Tuesday,lilies,anniversary,4,81.95,online,True
ORD-04916,2024-09-11,Wednesday,lilies,Mother's Day,6,109.99,in-store,False
ORD-04917,2024-09-11,Wednesday,orchids,walk-in,3,156.44,in-store,False
ORD-04918,2024-09-11,Wednesday,lilies,sympathy,2,38.92,in-store,False
ORD-04919,2024-09-11,Wednesday,orchids,sympathy,1,37.4,in-store,False
ORD-04920,2024-09-11,Wednesday,hydrangeas,sympathy,3,82.93,in-store,False
ORD-04921,2024-09-11,Wednesday,orchids,corporate,8,285.69,online,True
ORD-04922,2024-09-12,Thursday,peonies,birthday,4,85.34,in-store,False
ORD-04923,2024-09-12,Thursday,lilies,walk-in,3,52.53,online,False
ORD-04924,2024-09-12,Thursday,orchids,corporate,12,427.05,in-store,False
ORD-04925,2024-09-12,Thursday,orchids,sympathy,3,128.56,online,True
ORD-04926,2024-09-12,Thursday,orchids,corporate,8,282.57,online,True
ORD-04927,2024-09-12,Thursday,hydrangeas,walk-in,6,141.25,online,True
ORD-04928,2024-09-12,Thursday,roses,corporate,10,115.78,online,True
ORD-04929,2024-09-12,Thursday,tulips,wedding,15,224.09,in-store,False
ORD-04930,2024-09-12,Thursday,peonies,walk-in,4,98.33,in-store,False
ORD-04931,2024-09-13,Friday,orchids,walk-in,6,202.36,in-store,False
ORD-04932,2024-09-13,Friday,gardenias,birthday,4,58.6,in-store,False
ORD-04933,2024-09-13,Friday,orchids,sympathy,4,184.48,in-store,False
ORD-04934,2024-09-13,Friday,tulips,birthday,4,58.98,in-store,False
ORD-04935,2024-09-13,Friday,roses,hospital,4,60.74,in-store,True
ORD-04936,2024-09-13,Friday,orchids,corporate,12,520.59,online,True
ORD-04937,2024-09-13,Friday,roses,sympathy,1,14.99,in-store,False
ORD-04938,2024-09-13,Friday,hydrangeas,anniversary,3,66.19,online,True
ORD-04939,2024-09-13,Friday,hydrangeas,sympathy,5,168.1,in-store,True
ORD-04940,2024-09-13,Friday,roses,sympathy,3,38.3,online,True
ORD-04941,2024-09-13,Friday,tulips,birthday,3,49.62,online,True
ORD-04942,2024-09-14,Saturday,tulips,hospital,5,82.14,online,True
ORD-04943,2024-09-14,Saturday,ferns,anniversary,6,72.53,in-store,False
ORD-04944,2024-09-14,Saturday,gardenias,walk-in,5,96.01,in-store,False
ORD-04945,2024-09-14,Saturday,tulips,birthday,4,54.17,online,True
ORD-04946,2024-09-14,Saturday,sunflowers,birthday,6,96.79,online,True
ORD-04947,2024-09-14,Saturday,tulips,birthday,3,41.23,online,True
ORD-04948,2024-09-14,Saturday,lilies,corporate,12,298.63,in-store,False
ORD-04949,2024-09-14,Saturday,roses,walk-in,5,54.04,in-store,False
ORD-04950,2024-09-14,Saturday,roses,sympathy,2,20.55,in-store,False
ORD-04951,2024-09-14,Saturday,roses,birthday,2,33.31,online,True
ORD-04952,2024-09-15,Sunday,hydrangeas,sympathy,6,148.79,online,True
ORD-04953,2024-09-15,Sunday,tulips,anniversary,2,23.45,online,True
ORD-04954,2024-09-15,Sunday,peonies,hospital,6,128.43,in-store,False
ORD-04955,2024-09-15,Sunday,orchids,sympathy,3,125.06,online,False
ORD-04956,2024-09-15,Sunday,lilies,anniversary,3,46.47,online,True
ORD-04957,2024-09-15,Sunday,tulips,walk-in,4,52.41,online,True
ORD-04958,2024-09-16,Monday,lilies,birthday,3,62.5,online,True
ORD-04959,2024-09-16,Monday,hydrangeas,sympathy,3,63.14,in-store,True
ORD-04960,2024-09-16,Monday,peonies,graduation,3,74.47,in-store,False
ORD-04961,2024-09-16,Monday,lilies,sympathy,1,16.95,in-store,True
ORD-04962,2024-09-16,Monday,roses,walk-in,3,46.53,in-store,True
ORD-04963,2024-09-16,Monday,gardenias,wedding,20,423.78,online,False
ORD-04964,2024-09-17,Tuesday,peonies,walk-in,5,97.72,in-store,False
ORD-04965,2024-09-17,Tuesday,lilies,birthday,5,95.59,online,True
ORD-04966,2024-09-17,Tuesday,peonies,walk-in,6,119.38,in-store,True
ORD-04967,2024-09-17,Tuesday,roses,graduation,2,28.69,online,True
ORD-04968,2024-09-17,Tuesday,roses,birthday,1,15.9,in-store,False
ORD-04969,2024-09-18,Wednesday,sunflowers,walk-in,4,44.68,in-store,True
ORD-04970,2024-09-18,Wednesday,hydrangeas,sympathy,4,116.7,in-store,False
ORD-04971,2024-09-18,Wednesday,lilies,walk-in,3,57.68,online,True
ORD-04972,2024-09-18,Wednesday,ferns,corporate,12,152.31,in-store,False
ORD-04973,2024-09-18,Wednesday,orchids,wedding,12,343.03,in-store,False
ORD-04974,2024-09-18,Wednesday,hydrangeas,sympathy,2,59.13,in-store,True
ORD-04975,2024-09-19,Thursday,hydrangeas,walk-in,4,104.18,in-store,False
ORD-04976,2024-09-19,Thursday,roses,birthday,3,36.94,online,True
ORD-04977,2024-09-19,Thursday,hydrangeas,birthday,1,23.86,online,True
ORD-04978,2024-09-19,Thursday,peonies,anniversary,1,22.15,online,True
ORD-04979,2024-09-19,Thursday,ferns,sympathy,5,69.25,online,True
ORD-04980,2024-09-19,Thursday,roses,anniversary,2,34.75,in-store,False
ORD-04981,2024-09-20,Friday,peonies,walk-in,5,102.87,in-store,False
ORD-04982,2024-09-20,Friday,peonies,birthday,3,73.91,in-store,False
ORD-04983,2024-09-20,Friday,orchids,corporate,8,357.58,online,True
ORD-04984,2024-09-20,Friday,roses,sympathy,6,78.24,online,True
ORD-04985,2024-09-20,Friday,sunflowers,birthday,3,47.02,in-store,False
ORD-04986,2024-09-20,Friday,peonies,anniversary,6,132.99,online,False
ORD-04987,2024-09-20,Friday,lilies,sympathy,2,43.96,online,True
ORD-04988,2024-09-20,Friday,sunflowers,walk-in,3,32.65,online,True
ORD-04989,2024-09-20,Friday,hydrangeas,birthday,3,98.64,in-store,False
ORD-04990,2024-09-21,Saturday,ferns,anniversary,1,11.53,online,False
ORD-04991,2024-09-21,Saturday,hydrangeas,anniversary,3,81.47,in-store,False
ORD-04992,2024-09-21,Saturday,hydrangeas,birthday,4,127.31,in-store,False
